index,brand,gender,size,title,category,size_detail
772,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""3XL""]",프린트후리스풀짚재킷(긴팔),후리스,"[{""가슴너비"": ""47.5"", ""전체길이A"": ""62.5"", ""어깨너비"": ""42""}, {""가슴너비"": ""50.5"", ""전체길이A"": ""64.5"", ""어깨너비"": ""43.5""}, {""가슴너비"": ""53.5"", ""전체길이A"": ""67.5"", ""어깨너비"": ""45""}, {""가슴너비"": ""46.5"", ""전체길이A"": ""70.5"", ""어깨너비"": ""46.5""}, {""가슴너비"": ""60.5"", ""전체길이A"": ""73.5"", ""어깨너비"": ""48.5""}, {""가슴너비"": ""64.5"", ""전체길이A"": ""76"", ""어깨너비"": ""50.5""}, {""가슴너비"": ""68.5"", ""전체길이A"": ""76.5"", ""어깨너비"": ""52.5""}]"
773,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""3XL""]",울블렌드피코트,재킷·코트,"[{""가슴너비"": ""52"", ""소매길이"": ""59"", ""어깨너비"": ""44"", ""전체길이B"": ""70""}, {""가슴너비"": ""54"", ""소매길이"": ""60"", ""어깨너비"": ""45"", ""전체길이B"": ""72""}, {""가슴너비"": ""56"", ""소매길이"": ""62"", ""어깨너비"": ""46.5"", ""전체길이B"": ""74""}, {""가슴너비"": ""58"", ""소매길이"": ""64"", ""어깨너비"": ""48"", ""전체길이B"": ""76""}, {""가슴너비"": ""62"", ""소매길이"": ""65"", ""어깨너비"": ""50.5"", ""전체길이B"": ""79""}, {""가슴너비"": ""66"", ""소매길이"": ""65.5"", ""어깨너비"": ""53"", ""전체길이B"": ""80""}, {""가슴너비"": ""70"", ""소매길이"": ""66"", ""어깨너비"": ""55.5"", ""전체길이B"": ""81""}]"
774,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",실키후리스이지팬츠,룸웨어,"[{""허리둘레(신체)"": ""66~72"", ""엉덩이둘레"": ""96.5"", ""밑위길이"": ""26"", ""허벅지폭"": ""31"", ""밑단폭"": ""15""}, {""허리둘레(신체)"": ""68~76"", ""엉덩이둘레"": ""102.5"", ""밑위길이"": ""27"", ""허벅지폭"": ""33"", ""밑단폭"": ""16""}, {""허리둘레(신체)"": ""76~84"", ""엉덩이둘레"": ""108.5"", ""밑위길이"": ""27.5"", ""허벅지폭"": ""34.5"", ""밑단폭"": ""17""}, {""허리둘레(신체)"": ""84~92"", ""엉덩이둘레"": ""114.5"", ""밑위길이"": ""28.5"", ""허벅지폭"": ""36.5"", ""밑단폭"": ""17.5""}, {""허리둘레(신체)"": ""92~100"", ""엉덩이둘레"": ""122"", ""밑위길이"": ""29"", ""허벅지폭"": ""38.5"", ""밑단폭"": ""18.5""}, {""허리둘레(신체)"": ""100~108"", ""엉덩이둘레"": ""129.5"", ""밑위길이"": ""30"", ""허벅지폭"": ""41.5"", ""밑단폭"": ""19""}, {""허리둘레(신체)"": ""108~116"", ""엉덩이둘레"": ""134"", ""밑위길이"": ""31"", ""허벅지폭"": ""43.5"", ""밑단폭"": ""20""}]"
775,Uniqlo,KIDS,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",GIRLS쇼츠3P(힙허거)체크,쇼츠·브리프,"[{""엉덩이둘레(신체)"": ""54~62""}, {""엉덩이둘레(신체)"": ""60~68""}, {""엉덩이둘레(신체)"": ""66~74""}, {""엉덩이둘레(신체)"": ""70~78""}, {""엉덩이둘레(신체)"": ""76~84""}]"
776,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",울블렌드와이드테이퍼드앵클팬츠,팬츠·슬랙스,"[{""허리둘레(신체)"": ""57~63"", ""엉덩이둘레"": ""90.5"", ""밑위길이"": ""28.5"", ""허벅지둘레"": ""29"", ""밑단폭"": ""16.5""}, {""허리둘레(신체)"": ""60~66"", ""엉덩이둘레"": ""94.5"", ""밑위길이"": ""29"", ""허벅지둘레"": ""30.5"", ""밑단폭"": ""17""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레"": ""98.5"", ""밑위길이"": ""30"", ""허벅지둘레"": ""31.5"", ""밑단폭"": ""18""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레"": ""104.5"", ""밑위길이"": ""31"", ""허벅지둘레"": ""33"", ""밑단폭"": ""18.5""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레"": ""110.5"", ""밑위길이"": ""32"", ""허벅지둘레"": ""35"", ""밑단폭"": ""19""}, {""허리둘레(신체)"": ""81~87"", ""엉덩이둘레"": ""116.5"", ""밑위길이"": ""33"", ""허벅지둘레"": ""37"", ""밑단폭"": ""20""}, {""허리둘레(신체)"": ""87~93"", ""엉덩이둘레"": ""122.5"", ""밑위길이"": ""34"", ""허벅지둘레"": ""39"", ""밑단폭"": ""20.5""}]"
777,Uniqlo,KIDS,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",GIRLS쇼츠3P(힙허거)보더,쇼츠·브리프,"[{""엉덩이둘레(신체)"": ""54~62""}, {""엉덩이둘레(신체)"": ""60~68""}, {""엉덩이둘레(신체)"": ""66~74""}, {""엉덩이둘레(신체)"": ""70~78""}, {""엉덩이둘레(신체)"": ""76~84""}]"
778,Uniqlo,KIDS,"[""100"", ""110"", ""120"", ""130"", ""140"", ""150""]",GIRLS Disney튤원피스(긴팔)D,원피스·튜닉,"[{""가슴너비"": ""30"", ""소매길이"": ""33"", ""전체길이A"": ""55"", ""어깨너비"": ""23.5""}, {""가슴너비"": ""32"", ""소매길이"": ""37"", ""전체길이A"": ""59"", ""어깨너비"": ""25""}, {""가슴너비"": ""34"", ""소매길이"": ""41.5"", ""전체길이A"": ""63"", ""어깨너비"": ""26.5""}, {""가슴너비"": ""36"", ""소매길이"": ""45.5"", ""전체길이A"": ""67"", ""어깨너비"": ""28""}, {""가슴너비"": ""38"", ""소매길이"": ""50"", ""전체길이A"": ""72"", ""어깨너비"": ""29.5""}, {""가슴너비"": ""41"", ""소매길이"": ""54"", ""전체길이A"": ""77"", ""어깨너비"": ""31.5""}]"
779,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL""]",IDLF코튼크루넥T(긴팔),티셔츠,"[{""가슴너비"": ""39.5"", ""어깨너비"": ""35"", ""전체길이B"": ""56.5""}, {""가슴너비"": ""42"", ""어깨너비"": ""36"", ""전체길이B"": ""58.5""}, {""가슴너비"": ""45"", ""어깨너비"": ""37.5"", ""전체길이B"": ""60.5""}, {""가슴너비"": ""48"", ""어깨너비"": ""39"", ""전체길이B"": ""62.5""}]"
780,Uniqlo,female,"[""M"", ""L"", ""XL""]",쇼츠(복서),쇼츠·바디쉐이퍼,"[{""엉덩이둘레(신체치수)"": ""88~94"", ""사이드길이"": ""16""}, {""엉덩이둘레(신체치수)"": ""94~100"", ""사이드길이"": ""17""}, {""엉덩이둘레(신체치수)"": ""100~106"", ""사이드길이"": ""18""}]"
781,Uniqlo,KIDS,"[""110"", ""120"", ""130"", ""140"", ""150"", ""160""]",BOYS히트텍후리스하이넥T(긴팔),후리스,"[{""가슴너비"": ""35"", ""소매길이"": ""35.5"", ""전체길이A"": ""45"", ""어깨너비"": ""29""}, {""가슴너비"": ""37"", ""소매길이"": ""39.8"", ""전체길이A"": ""48"", ""어깨너비"": ""30.5""}, {""가슴너비"": ""39"", ""소매길이"": ""44"", ""전체길이A"": ""51"", ""어깨너비"": ""32""}, {""가슴너비"": ""41"", ""소매길이"": ""48.2"", ""전체길이A"": ""55"", ""어깨너비"": ""33.5""}, {""가슴너비"": ""44"", ""소매길이"": ""52.2"", ""전체길이A"": ""59"", ""어깨너비"": ""35.5""}, {""가슴너비"": ""46"", ""소매길이"": ""56.5"", ""전체길이A"": ""63"", ""어깨너비"": ""37""}]"
782,Uniqlo,male,"[""M"", ""L""]",후리스룸슈즈,룸슈즈,"[{""대응사이즈"": ""~24""}, {""대응사이즈"": ""~27""}]"
783,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL"", ""XXL""]",보아스웨트풀짚파카(긴팔),스웨트컬렉션,"[{""가슴너비"": ""46.5"", ""어깨길이"": ""37"", ""전체팔길이"": ""78"", ""전체길이B"": ""57""}, {""가슴너비"": ""49"", ""어깨길이"": ""38"", ""전체팔길이"": ""79"", ""전체길이B"": ""58.5""}, {""가슴너비"": ""52"", ""어깨길이"": ""39.5"", ""전체팔길이"": ""81"", ""전체길이B"": ""60.5""}, {""가슴너비"": ""55"", ""어깨길이"": ""41"", ""전체팔길이"": ""81.5"", ""전체길이B"": ""62.5""}, {""가슴너비"": ""58"", ""어깨길이"": ""42"", ""전체팔길이"": ""82"", ""전체길이B"": ""64.5""}]"
784,Uniqlo,male,"[""M"", ""L""]",DPJ룸슈즈,룸슈즈,"[{""대응사이즈"": ""~24""}, {""대응사이즈"": ""~27""}]"
785,Uniqlo,male,"[""M"", ""L""]",LLPJ 룸슈즈,룸슈즈,"[{""대응사이즈"": ""~24""}, {""대응사이즈"": ""~27""}]"
786,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""3XL""]",EFC브로드프린트셔츠(긴팔),캐주얼셔츠,"[{""전체팔길이"": ""78.5"", ""목둘레"": ""37"", ""가슴너비"": ""49"", ""어깨길이"": ""42.5"", ""소매길이"": ""57"", ""전체길이B"": ""72""}, {""전체팔길이"": ""80.5"", ""목둘레"": ""38"", ""가슴너비"": ""52"", ""어깨길이"": ""44"", ""소매길이"": ""58.5"", ""전체길이B"": ""74""}, {""전체팔길이"": ""83"", ""목둘레"": ""40"", ""가슴너비"": ""55"", ""어깨길이"": ""45.5"", ""소매길이"": ""60"", ""전체길이B"": ""76""}, {""전체팔길이"": ""85.5"", ""목둘레"": ""42"", ""가슴너비"": ""58"", ""어깨길이"": ""47"", ""소매길이"": ""62"", ""전체길이B"": ""78""}, {""전체팔길이"": ""88"", ""목둘레"": ""44"", ""가슴너비"": ""62"", ""어깨길이"": ""49"", ""소매길이"": ""63.5"", ""전체길이B"": ""81""}, {""전체팔길이"": ""90"", ""목둘레"": ""46"", ""가슴너비"": ""66"", ""어깨길이"": ""51"", ""소매길이"": ""64.5"", ""전체길이B"": ""82""}, {""전체팔길이"": ""91"", ""목둘레"": ""48"", ""가슴너비"": ""70"", ""어깨길이"": ""53"", ""소매길이"": ""64.5"", ""전체길이B"": ""83""}]"
787,Uniqlo,female,"[""M"", ""L"", ""XL""]",울트라심리스쇼츠(힙허거)헤더,쇼츠·바디쉐이퍼,"[{""엉덩이둘레(신체치수)"": ""88~94"", ""사이드길이"": ""9.5""}, {""엉덩이둘레(신체치수)"": ""94~100"", ""사이드길이"": ""10.5""}, {""엉덩이둘레(신체치수)"": ""100~106"", ""사이드길이"": ""11.5""}]"
788,Uniqlo,KIDS,"[""S"", ""M"", ""L"", ""XL""]",GIRLS레깅스(10부)데님,레깅스·삭스,"[{""엉덩이둘레"": ""58.5"", ""허리둘레(신체치수)"": ""50~56"", ""다리길이"": ""44""}, {""엉덩이둘레"": ""63"", ""허리둘레(신체치수)"": ""53~59"", ""다리길이"": ""50""}, {""엉덩이둘레"": ""66"", ""허리둘레(신체치수)"": ""56~62"", ""다리길이"": ""54""}, {""엉덩이둘레"": ""69"", ""허리둘레(신체치수)"": ""59~65"", ""다리길이"": ""58""}]"
789,Uniqlo,BABY,"[""70"", ""80"", ""90""]",BN크루넥바디수트2P(반팔)C 70~90cm,신생아,"[{""가슴너비"": ""23"", ""전체길이A"": ""41"", ""어깨너비"": ""19""}, {""가슴너비"": ""24"", ""전체길이A"": ""44"", ""어깨너비"": ""20""}, {""가슴너비"": ""25"", ""전체길이A"": ""47"", ""어깨너비"": ""21""}]"
790,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL""]",IDLF메리노보트넥스웨터(긴팔),가디건·니트,"[{""가슴너비"": ""40.5"", ""전체길이A"": ""56"", ""어깨너비"": ""34""}, {""가슴너비"": ""43"", ""전체길이A"": ""58"", ""어깨너비"": ""35""}, {""가슴너비"": ""46"", ""전체길이A"": ""60"", ""어깨너비"": ""36.5""}, {""가슴너비"": ""49"", ""전체길이A"": ""62"", ""어깨너비"": ""38""}]"
791,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",플란넬체크셔츠(긴팔),플란넬컬렉션,"[{""가슴너비"": ""49"", ""어깨너비"": ""42.5"", ""전체길이B"": ""70""}, {""가슴너비"": ""52"", ""어깨너비"": ""44"", ""전체길이B"": ""72""}, {""가슴너비"": ""55"", ""어깨너비"": ""45.5"", ""전체길이B"": ""74""}, {""가슴너비"": ""58"", ""어깨너비"": ""47"", ""전체길이B"": ""76""}, {""가슴너비"": ""62"", ""어깨너비"": ""49"", ""전체길이B"": ""79""}, {""가슴너비"": ""66"", ""어깨너비"": ""51"", ""전체길이B"": ""80""}, {""가슴너비"": ""70"", ""어깨너비"": ""53"", ""전체길이B"": ""81""}]"
792,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",히트텍브라U넥T(8부)16FW,히트텍,"[{""가슴너비"": ""33.5"", ""어깨너비"": ""30""}, {""가슴너비"": ""35"", ""어깨너비"": ""31""}, {""가슴너비"": ""36.5"", ""어깨너비"": ""32""}, {""가슴너비"": ""39"", ""어깨너비"": ""33""}, {""가슴너비"": ""41.5"", ""어깨너비"": ""34""}, {""가슴너비"": ""44.5"", ""어깨너비"": ""35""}, {""가슴너비"": ""47.5"", ""어깨너비"": ""36""}]"
793,Uniqlo,BABY,"[""70"", ""80"", ""90""]",BN크루넥바디수트2P(긴팔)보더 70~90cm,신생아,"[{""가슴너비"": ""23"", ""어깨길이"": ""19"", ""전체길이A"": ""41"", ""소매길이"": ""21.5""}, {""가슴너비"": ""24"", ""어깨길이"": ""20"", ""전체길이A"": ""44"", ""소매길이"": ""25.5""}, {""가슴너비"": ""25"", ""어깨길이"": ""21"", ""전체길이A"": ""47"", ""소매길이"": ""29""}]"
794,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL""]",IDLF플란넬와이드칼라셔츠(긴팔),플란넬컬렉션,"[{""가슴너비"": ""44.5"", ""소매길이"": ""56.5"", ""어깨너비"": ""39"", ""전체길이B"": ""61""}, {""가슴너비"": ""46.5"", ""소매길이"": ""57.5"", ""어깨너비"": ""40"", ""전체길이B"": ""63""}, {""가슴너비"": ""49.5"", ""소매길이"": ""58.5"", ""어깨너비"": ""41.5"", ""전체길이B"": ""65""}, {""가슴너비"": ""52.5"", ""소매길이"": ""59"", ""어깨너비"": ""43"", ""전체길이B"": ""67""}]"
795,Uniqlo,KIDS,"[""S"", ""M"", ""L"", ""XL""]",GIRLS히트텍니트타이즈(립),레깅스·삭스,"[{""엉덩이둘레"": ""40"", ""허리둘레(신체치수)"": ""50~56"", ""다리길이"": ""43""}, {""엉덩이둘레"": ""41"", ""허리둘레(신체치수)"": ""53~59"", ""다리길이"": ""46""}, {""엉덩이둘레"": ""42"", ""허리둘레(신체치수)"": ""56~62"", ""다리길이"": ""49""}, {""엉덩이둘레"": ""43"", ""허리둘레(신체치수)"": ""59~65"", ""다리길이"": ""53""}]"
796,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",M-65블루종,아우터,"[{""가슴너비"": ""49"", ""어깨너비"": ""43.5"", ""전체길이B"": ""66""}, {""가슴너비"": ""52"", ""어깨너비"": ""45"", ""전체길이B"": ""68""}, {""가슴너비"": ""55"", ""어깨너비"": ""46.5"", ""전체길이B"": ""70""}, {""가슴너비"": ""58"", ""어깨너비"": ""48"", ""전체길이B"": ""72""}, {""가슴너비"": ""662"", ""어깨너비"": ""50"", ""전체길이B"": ""75""}, {""가슴너비"": ""66"", ""어깨너비"": ""52"", ""전체길이B"": ""76""}, {""가슴너비"": ""70"", ""어깨너비"": ""54"", ""전체길이B"": ""77""}]"
797,Uniqlo,KIDS,"[""S"", ""M""]",GIRLS쇼트삭스2P(플라워),삭스,"[{""대응사이즈"": ""16~21""}, {""대응사이즈"": ""22~24""}]"
798,Uniqlo,BABY,"[""70"", ""80"", ""90""]",BN크루넥바디수트2P(반팔)B 70~90cm,신생아,"[{""가슴너비"": ""23"", ""전체길이A"": ""41"", ""어깨너비"": ""19""}, {""가슴너비"": ""24"", ""전체길이A"": ""44"", ""어깨너비"": ""20""}, {""가슴너비"": ""25"", ""전체길이A"": ""47"", ""어깨너비"": ""21""}]"
799,Uniqlo,male,"[""S"", ""M"", ""L"", ""XL""]",히트텍타이즈,히트텍,"[{""허리둘레(신체)"": ""68~76"", ""다리길이"": ""66.5""}, {""허리둘레(신체)"": ""76~84"", ""다리길이"": ""69""}, {""허리둘레(신체)"": ""84~92"", ""다리길이"": ""71""}, {""허리둘레(신체)"": ""92~100"", ""다리길이"": ""71.5""}]"
800,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",플란넬체크셔츠(긴팔),플란넬컬렉션,"[{""가슴너비"": ""51"", ""전체팔길이"": ""74.5"", ""어깨너비"": ""40.5"", ""전체길이B"": ""66""}, {""가슴너비"": ""53"", ""전체팔길이"": ""76"", ""어깨너비"": ""41.5"", ""전체길이B"": ""68""}, {""가슴너비"": ""55"", ""전체팔길이"": ""77.5"", ""어깨너비"": ""42.5"", ""전체길이B"": ""70""}, {""가슴너비"": ""58"", ""전체팔길이"": ""79"", ""어깨너비"": ""44"", ""전체길이B"": ""72""}, {""가슴너비"": ""61"", ""전체팔길이"": ""80.5"", ""어깨너비"": ""45.5"", ""전체길이B"": ""74""}, {""가슴너비"": ""64"", ""전체팔길이"": ""81"", ""어깨너비"": ""46.5"", ""전체길이B"": ""75""}, {""가슴너비"": ""67"", ""전체팔길이"": ""81.5"", ""어깨너비"": ""47.5"", ""전체길이B"": ""76""}]"
801,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL""]",비스코스져지플레어원피스(슬리브리스),원피스·튜닉,"[{""가슴너비"": ""40"", ""전체길이A"": ""81""}, {""가슴너비"": ""42.5"", ""전체길이A"": ""83""}, {""가슴너비"": ""45.5"", ""전체길이A"": ""85""}, {""가슴너비"": ""48.5"", ""전체길이A"": ""87.5""}]"
802,Uniqlo,male,"[""S"", ""M"", ""L"", ""XL"", ""XXL""]",Disney스웨트셔츠(긴팔),스웨트컬렉션,"[{""가슴너비"": ""50"", ""전체팔길이"": ""57"", ""전체길이A"": ""63"", ""어깨너비"": ""44""}, {""가슴너비"": ""53"", ""전체팔길이"": ""58.5"", ""전체길이A"": ""66"", ""어깨너비"": ""45.5""}, {""가슴너비"": ""56"", ""전체팔길이"": ""60.5"", ""전체길이A"": ""69"", ""어깨너비"": ""47""}, {""가슴너비"": ""60"", ""전체팔길이"": ""62"", ""전체길이A"": ""72"", ""어깨너비"": ""49""}, {""가슴너비"": ""64"", ""전체팔길이"": ""63"", ""전체길이A"": ""74"", ""어깨너비"": ""51""}]"
803,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",드레이프팬츠,룸웨어,"[{""허리둘레(신체)"": ""57~63"", ""엉덩이둘레"": ""92"", ""밑위길이"": ""24"", ""허벅지폭"": ""29"", ""밑단폭"": ""11.5""}, {""허리둘레(신체)"": ""60~66"", ""엉덩이둘레"": ""96.5"", ""밑위길이"": ""25"", ""허벅지폭"": ""30.5"", ""밑단폭"": ""12""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레"": ""101"", ""밑위길이"": ""25.5"", ""허벅지폭"": ""31.5"", ""밑단폭"": ""13""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레"": ""107.5"", ""밑위길이"": ""26.5"", ""허벅지폭"": ""33"", ""밑단폭"": ""13.5""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레"": ""114.5"", ""밑위길이"": ""27.5"", ""허벅지폭"": ""35"", ""밑단폭"": ""14""}, {""허리둘레(신체)"": ""81~87"", ""엉덩이둘레"": ""121"", ""밑위길이"": ""28.5"", ""허벅지폭"": ""37"", ""밑단폭"": ""15""}, {""허리둘레(신체)"": ""87~93"", ""엉덩이둘레"": ""128"", ""밑위길이"": ""29.5"", ""허벅지폭"": ""39"", ""밑단폭"": ""15.5""}]"
804,Uniqlo,male,"[""S"", ""M"", ""L"", ""XL""]",AIRism V넥T(9부)16SS,AIRism,"[{""가슴너비"": ""42.5"", ""어깨길이"": ""39"", ""전체길이A"": ""66"", ""소매길이"": ""51.5"", ""목파임"": ""20""}, {""가슴너비"": ""45.5"", ""어깨길이"": ""40.5"", ""전체길이A"": ""69"", ""소매길이"": ""53"", ""목파임"": ""20.5""}, {""가슴너비"": ""48.5"", ""어깨길이"": ""42"", ""전체길이A"": ""72"", ""소매길이"": ""55"", ""목파임"": ""21""}, {""가슴너비"": ""52.5"", ""어깨길이"": ""44"", ""전체길이A"": ""75"", ""소매길이"": ""56.5"", ""목파임"": ""21.5""}]"
805,Uniqlo,KIDS,"[""100"", ""110"", ""120"", ""130"", ""140"", ""150""]",GIRLS Disney튤원피스(긴팔)A,원피스·튜닉,"[{""가슴너비"": ""30"", ""소매길이"": ""33"", ""전체길이A"": ""55"", ""어깨너비"": ""23.5""}, {""가슴너비"": ""32"", ""소매길이"": ""37"", ""전체길이A"": ""59"", ""어깨너비"": ""25""}, {""가슴너비"": ""34"", ""소매길이"": ""41.5"", ""전체길이A"": ""63"", ""어깨너비"": ""26.5""}, {""가슴너비"": ""36"", ""소매길이"": ""45.5"", ""전체길이A"": ""67"", ""어깨너비"": ""28""}, {""가슴너비"": ""38"", ""소매길이"": ""50"", ""전체길이A"": ""72"", ""어깨너비"": ""29.5""}, {""가슴너비"": ""41"", ""소매길이"": ""54"", ""전체길이A"": ""77"", ""어깨너비"": ""31.5""}]"
806,Uniqlo,KIDS,"[""100"", ""110"", ""120"", ""130"", ""140"", ""150""]",BOYS LEGO®그래픽T(반팔)D,UT,"[{""가슴너비"": ""32"", ""어깨길이"": ""27.5"", ""전체길이A"": ""42"", ""소매길이"": ""11""}, {""가슴너비"": ""34"", ""어깨길이"": ""29"", ""전체길이A"": ""45"", ""소매길이"": ""12.5""}, {""가슴너비"": ""36"", ""어깨길이"": ""30.5"", ""전체길이A"": ""48"", ""소매길이"": ""13.5""}, {""가슴너비"": ""38"", ""어깨길이"": ""32"", ""전체길이A"": ""51"", ""소매길이"": ""15""}, {""가슴너비"": ""40"", ""어깨길이"": ""33.5"", ""전체길이A"": ""55"", ""소매길이"": ""16""}, {""가슴너비"": ""43"", ""어깨길이"": ""35.5"", ""전체길이A"": ""59"", ""소매길이"": ""17""}]"
807,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",데님재킷,재킷·코트,"[{""가슴너비"": ""42"", ""어깨너비"": ""36.5"", ""전체길이B"": ""46.5""}, {""가슴너비"": ""44"", ""어깨너비"": ""37.5"", ""전체길이B"": ""47.5""}, {""가슴너비"": ""46"", ""어깨너비"": ""38.5"", ""전체길이B"": ""48.5""}, {""가슴너비"": ""49"", ""어깨너비"": ""40"", ""전체길이B"": ""49.5""}, {""가슴너비"": ""52"", ""어깨너비"": ""41.5"", ""전체길이B"": ""50.5""}, {""가슴너비"": ""55"", ""어깨너비"": ""42.5"", ""전체길이B"": ""51.5""}, {""가슴너비"": ""58"", ""어깨너비"": ""43.5"", ""전체길이B"": ""52.5""}]"
808,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",드레이프팬츠,룸웨어,"[{""허리둘레(신체)"": ""58~63"", ""엉덩이둘레"": ""92"", ""밑위길이"": ""24.3"", ""허벅지폭"": ""29.4"", ""밑단폭"": ""11.6""}, {""허리둘레(신체)"": ""60~66"", ""엉덩이둘레"": ""96.8"", ""밑위길이"": ""25"", ""허벅지폭"": ""30.6"", ""밑단폭"": ""12.3""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레"": ""102"", ""밑위길이"": ""25.7"", ""허벅지폭"": ""31.7"", ""밑단폭"": ""13""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레"": ""107"", ""밑위길이"": ""26.7"", ""허벅지폭"": ""33.4"", ""밑단폭"": ""13.7""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레"": ""114"", ""밑위길이"": ""27.7"", ""허벅지폭"": ""35.4"", ""밑단폭"": ""14.4""}, {""허리둘레(신체)"": ""81~87"", ""엉덩이둘레"": ""121"", ""밑위길이"": ""28.7"", ""허벅지폭"": ""37.4"", ""밑단폭"": ""15.1""}, {""허리둘레(신체)"": ""87~93"", ""엉덩이둘레"": ""128"", ""밑위길이"": ""29.7"", ""허벅지폭"": ""39.4"", ""밑단폭"": ""15.8""}]"
809,Uniqlo,BABY,"[""60""]",BN크루넥바디수트2P(반팔)C 60cm,신생아,"[{""가슴너비"": ""22"", ""전체팔길이"": ""16"", ""전체길이A"": ""38.5""}]"
810,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",울블렌드더플코트,재킷·코트,"[{""가슴너비"": ""46"", ""어깨너비"": ""36.5""}, {""가슴너비"": ""48"", ""어깨너비"": ""37.5""}, {""가슴너비"": ""50"", ""어깨너비"": ""38.5""}, {""가슴너비"": ""53"", ""어깨너비"": ""40""}, {""가슴너비"": ""56"", ""어깨너비"": ""41.5""}, {""가슴너비"": ""59"", ""어깨너비"": ""42.5""}, {""가슴너비"": ""62"", ""어깨너비"": ""43.5""}]"
811,Uniqlo,KIDS,"[""S"", ""M"", ""L"", ""XL""]",GIRLS Disney스웨트팬츠,스웨트컬렉션,"[{""밑위길이"": ""18.5"", ""엉덩이둘레"": ""72"", ""밑단폭"": ""10"", ""허벅지폭"": ""23.2"", ""다리길이"": ""47""}, {""밑위길이"": ""20"", ""엉덩이둘레"": ""78"", ""밑단폭"": ""11"", ""허벅지폭"": ""25.1"", ""다리길이"": ""56""}, {""밑위길이"": ""21"", ""엉덩이둘레"": ""82"", ""밑단폭"": ""12"", ""허벅지폭"": ""26.5"", ""다리길이"": ""62""}, {""밑위길이"": ""22"", ""엉덩이둘레"": ""86"", ""밑단폭"": ""13"", ""허벅지폭"": ""27.9"", ""다리길이"": ""68""}]"
812,Uniqlo,KIDS,"[""110"", ""120"", ""130"", ""140"", ""150""]",BOYS Disney플란넬셔츠(긴팔)C,셔츠·블라우스,"[{""가슴너비"": ""37.5"", ""소매길이"": ""37"", ""전체길이A"": ""47.5""}, {""가슴너비"": ""39.5"", ""소매길이"": ""41.2"", ""전체길이A"": ""50.5""}, {""가슴너비"": ""41.5"", ""소매길이"": ""45.5"", ""전체길이A"": ""53.5""}, {""가슴너비"": ""43.5"", ""소매길이"": ""49.8"", ""전체길이A"": ""57.5""}, {""가슴너비"": ""46.5"", ""소매길이"": ""53.8"", ""전체길이A"": ""61.5""}]"
