index,brand,gender,size,title,category,size_detail
150,Uniqlo,KIDS,"[""XS"", ""S"", ""M"", ""L"", ""XL""]",BOYS트윌이지슬림피트팬츠,캐주얼 팬츠(전시안함),"[{""밑단폭"": ""11.5"", ""다리길이"": ""42"", ""밑위길이"": ""16"", ""엉덩이둘레"": ""63"", ""허리둘레(신체치수)"": ""47~53"", ""허벅지둘레"": ""19""}, {""밑단폭"": ""13"", ""다리길이"": ""51"", ""밑위길이"": ""17.5"", ""엉덩이둘레"": ""69"", ""허리둘레(신체치수)"": ""50~56"", ""허벅지둘레"": ""21""}, {""밑단폭"": ""14.5"", ""다리길이"": ""60"", ""밑위길이"": ""19"", ""엉덩이둘레"": ""75"", ""허리둘레(신체치수)"": ""53~59"", ""허벅지둘레"": ""23""}, {""밑단폭"": ""15.5"", ""다리길이"": ""66"", ""밑위길이"": ""20"", ""엉덩이둘레"": ""79"", ""허리둘레(신체치수)"": ""56~62"", ""허벅지둘레"": ""24.5""}, {""밑단폭"": ""16.5"", ""다리길이"": ""72"", ""밑위길이"": ""21"", ""엉덩이둘레"": ""83"", ""허리둘레(신체치수)"": ""59~65"", ""허벅지둘레"": ""26""}]"
151,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",데님재킷,재킷·코트,"[{""가슴너비"": ""42"", ""어깨너비"": ""36.5"", ""전체길이B"": ""46.5""}, {""가슴너비"": ""44"", ""어깨너비"": ""37.5"", ""전체길이B"": ""47.5""}, {""가슴너비"": ""46"", ""어깨너비"": ""38.5"", ""전체길이B"": ""48.5""}, {""가슴너비"": ""49"", ""어깨너비"": ""40"", ""전체길이B"": ""49.5""}, {""가슴너비"": ""52"", ""어깨너비"": ""41.5"", ""전체길이B"": ""50.5""}, {""가슴너비"": ""55"", ""어깨너비"": ""42.5"", ""전체길이B"": ""51.5""}, {""가슴너비"": ""58"", ""어깨너비"": ""43.5"", ""전체길이B"": ""52.5""}]"
152,Uniqlo,BABY,"[""80"", ""90"", ""100""]",BT크루넥T(긴팔)무지,상의,"[{""가슴너비"": ""28"", ""어깨길이"": ""22.5"", ""전체길이A"": ""35"", ""소매길이"": ""25.5""}, {""가슴너비"": ""30"", ""어깨길이"": ""24"", ""전체길이A"": ""38"", ""소매길이"": ""29""}, {""가슴너비"": ""32"", ""어깨길이"": ""25.5"", ""전체길이A"": ""41"", ""소매길이"": ""32""}]"
153,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",스웨트풀짚후디(긴팔),스웨트컬렉션,"[{""가슴너비"": ""43"", ""소매길이"": ""75.5"", ""전체길이B"": ""54.5""}, {""가슴너비"": ""45.5"", ""소매길이"": ""77"", ""전체길이B"": ""56""}, {""가슴너비"": ""48"", ""소매길이"": ""78"", ""전체길이B"": ""58""}, {""가슴너비"": ""51"", ""소매길이"": ""80"", ""전체길이B"": ""60""}, {""가슴너비"": ""54"", ""소매길이"": ""81"", ""전체길이B"": ""62""}, {""가슴너비"": ""57"", ""소매길이"": ""81.5"", ""전체길이B"": ""64""}, {""가슴너비"": ""60"", ""소매길이"": ""82"", ""전체길이B"": ""65.5""}]"
154,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]",플란넬셔츠원피스(긴팔),원피스·튜닉,"[{""벨트끈길이"": ""158"", ""전체팔길이"": ""75"", ""전체길이A"": ""104.5"", ""밑단폭"": ""77""}, {""벨트끈길이"": ""162"", ""전체팔길이"": ""76.5"", ""전체길이A"": ""106.5"", ""밑단폭"": ""79""}, {""벨트끈길이"": ""166"", ""전체팔길이"": ""78"", ""전체길이A"": ""108.5"", ""밑단폭"": ""81""}, {""벨트끈길이"": ""172"", ""전체팔길이"": ""79.5"", ""전체길이A"": ""110.5"", ""밑단폭"": ""84""}, {""벨트끈길이"": ""179"", ""전체팔길이"": ""81"", ""전체길이A"": ""112.5"", ""밑단폭"": ""88""}, {""벨트끈길이"": ""185"", ""전체팔길이"": ""81.5"", ""전체길이A"": ""114.5"", ""밑단폭"": ""91""}]"
155,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL""]",룸팬츠,룸웨어,"[{""허리둘레(신체)"": ""60~66"", ""엉덩이둘레"": ""84.5"", ""밑위길이"": ""19.5"", ""허벅지폭"": ""28"", ""밑단폭"": ""21""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레"": ""88.5"", ""밑위길이"": ""20"", ""허벅지폭"": ""29.5"", ""밑단폭"": ""22""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레"": ""94.5"", ""밑위길이"": ""21"", ""허벅지폭"": ""31"", ""밑단폭"": ""22.5""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레"": ""100.5"", ""밑위길이"": ""22"", ""허벅지폭"": ""33"", ""밑단폭"": ""23""}]"
156,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",소프트터치크루넥T(긴팔),티셔츠(긴팔·7부),"[{""가슴너비"": ""44"", ""어깨너비"": ""39.5""}, {""가슴너비"": ""47"", ""어깨너비"": ""41""}, {""가슴너비"": ""50"", ""어깨너비"": ""42.5""}, {""가슴너비"": ""53"", ""어깨너비"": ""44""}, {""가슴너비"": ""57"", ""어깨너비"": ""46""}, {""가슴너비"": ""61"", ""어깨너비"": ""48""}, {""가슴너비"": ""65"", ""어깨너비"": ""50""}]"
157,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL""]",IDLF캐시미어크루넥스웨터(반팔),가디건·니트,"[{""가슴너비"": ""41.5"", ""전체길이A"": ""52.5"", ""어깨너비"": ""34""}, {""가슴너비"": ""44"", ""전체길이A"": ""54.5"", ""어깨너비"": ""35""}, {""가슴너비"": ""47"", ""전체길이A"": ""56.5"", ""어깨너비"": ""36.5""}, {""가슴너비"": ""50"", ""전체길이A"": ""58.5"", ""어깨너비"": ""38""}]"
158,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",룸팬츠(립)컬러블럭,룸웨어,"[{""허리둘레(신체)"": ""57~63"", ""엉덩이둘레"": ""80.5"", ""밑위길이"": ""19"", ""허벅지폭"": ""27"", ""밑단폭"": ""10""}, {""허리둘레(신체)"": ""60~66"", ""엉덩이둘레"": ""84.5"", ""밑위길이"": ""19.5"", ""허벅지폭"": ""28.5"", ""밑단폭"": ""10.5""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레"": ""88.5"", ""밑위길이"": ""20"", ""허벅지폭"": ""29.5"", ""밑단폭"": ""11""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레"": ""94.5"", ""밑위길이"": ""21"", ""허벅지폭"": ""31"", ""밑단폭"": ""11.5""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레"": ""100.5"", ""밑위길이"": ""22"", ""허벅지폭"": ""33"", ""밑단폭"": ""12""}, {""허리둘레(신체)"": ""81~87"", ""엉덩이둘레"": ""106.5"", ""밑위길이"": ""23"", ""허벅지폭"": ""35"", ""밑단폭"": ""12.5""}, {""허리둘레(신체)"": ""87~93"", ""엉덩이둘레"": ""112.5"", ""밑위길이"": ""24"", ""허벅지폭"": ""37"", ""밑단폭"": ""13""}]"
159,Uniqlo,male,"[""S"", ""M"", ""L"", ""XL"", ""XXL""]",울트라라이트다운컴팩트베스트,울트라라이트다운,"[{""가슴너비"": ""49"", ""전체길이B"": ""60""}, {""가슴너비"": ""52"", ""전체길이B"": ""62""}, {""가슴너비"": ""55"", ""전체길이B"": ""64""}, {""가슴너비"": ""59"", ""전체길이B"": ""67""}, {""가슴너비"": ""63"", ""전체길이B"": ""68""}]"
160,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",인디고체크셔츠(긴팔),캐주얼셔츠,"[{""가슴너비"": ""46.8"", ""전체길이A"": ""72"", ""어깨너비"": ""42.1""}, {""가슴너비"": ""49.8"", ""전체길이A"": ""74"", ""어깨너비"": ""43.6""}, {""가슴너비"": ""52.8"", ""전체길이A"": ""76"", ""어깨너비"": ""45.1""}, {""가슴너비"": ""55.8"", ""전체길이A"": ""78"", ""어깨너비"": ""46.6""}, {""가슴너비"": ""59.8"", ""전체길이A"": ""81"", ""어깨너비"": ""48.6""}, {""가슴너비"": ""63.8"", ""전체길이A"": ""82"", ""어깨너비"": ""50.6""}, {""가슴너비"": ""67.8"", ""전체길이A"": ""83"", ""어깨너비"": ""52.6""}]"
161,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",소프트터치V넥T(긴팔),티셔츠(긴팔·7부),"[{""가슴너비"": ""44"", ""어깨너비"": ""39.5""}, {""가슴너비"": ""47"", ""어깨너비"": ""41""}, {""가슴너비"": ""50"", ""어깨너비"": ""42.5""}, {""가슴너비"": ""53"", ""어깨너비"": ""44""}, {""가슴너비"": ""57"", ""어깨너비"": ""46""}, {""가슴너비"": ""61"", ""어깨너비"": ""48""}, {""가슴너비"": ""65"", ""어깨너비"": ""50""}]"
162,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",조거팬츠(액티브),롱팬츠,"[{""허리둘레(신체)"": ""66~72"", ""엉덩이둘레"": ""90"", ""밑위길이"": ""22.8"", ""허벅지폭"": ""28.7"", ""밑단폭"": ""12.9""}, {""허리둘레(신체)"": ""68~76"", ""엉덩이둘레"": ""96"", ""밑위길이"": ""23.6"", ""허벅지폭"": ""30.5"", ""밑단폭"": ""13.7""}, {""허리둘레(신체)"": ""76~84"", ""엉덩이둘레"": ""102"", ""밑위길이"": ""24.4"", ""허벅지폭"": ""32"", ""밑단폭"": ""14.5""}, {""허리둘레(신체)"": ""84~92"", ""엉덩이둘레"": ""108"", ""밑위길이"": ""25.2"", ""허벅지폭"": ""34"", ""밑단폭"": ""15.3""}, {""허리둘레(신체)"": ""92~100"", ""엉덩이둘레"": ""116"", ""밑위길이"": ""26"", ""허벅지폭"": ""36"", ""밑단폭"": ""16.1""}, {""허리둘레(신체)"": ""100~108"", ""엉덩이둘레"": ""122"", ""밑위길이"": ""27"", ""허벅지폭"": ""39.3"", ""밑단폭"": ""16.9""}, {""허리둘레(신체)"": ""108~116"", ""엉덩이둘레"": ""128"", ""밑위길이"": ""28"", ""허벅지폭"": ""41.6"", ""밑단폭"": ""17.7""}]"
163,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""3XL""]",라이트포켓터블파카16FW,아우터,"[{""가슴너비"": ""44.5"", ""어깨길이"": ""35"", ""전체길이B"": ""53.5""}, {""가슴너비"": ""46.5"", ""어깨길이"": ""36"", ""전체길이B"": ""55.5""}, {""가슴너비"": ""48.5"", ""어깨길이"": ""37"", ""전체길이B"": ""57.5""}, {""가슴너비"": ""51.5"", ""어깨길이"": ""38.5"", ""전체길이B"": ""59.5""}, {""가슴너비"": ""54.5"", ""어깨길이"": ""40.5"", ""전체길이B"": ""61.5""}, {""가슴너비"": ""57.5"", ""어깨길이"": ""41.5"", ""전체길이B"": ""62.5""}, {""가슴너비"": ""60.5"", ""어깨길이"": ""42.5"", ""전체길이B"": ""63.5""}]"
164,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""3XL""]",드라이스트레치스웨트풀짚파카(긴팔),스웨트컬렉션,"[{""가슴너비"": ""46"", ""전체팔길이"": ""79""}, {""가슴너비"": ""49"", ""전체팔길이"": ""81""}, {""가슴너비"": ""52"", ""전체팔길이"": ""83.5""}, {""가슴너비"": ""55"", ""전체팔길이"": ""86""}, {""가슴너비"": ""59"", ""전체팔길이"": ""88.5""}, {""가슴너비"": ""63"", ""전체팔길이"": ""90.5""}, {""가슴너비"": ""67"", ""전체팔길이"": ""91.5""}]"
165,Uniqlo,BABY,"[""80"", ""90"", ""100""]",BT보더보트넥T(긴팔),상의,"[{""가슴너비"": ""28"", ""전체팔길이"": ""37"", ""전체길이A"": ""35""}, {""가슴너비"": ""30"", ""전체팔길이"": ""41"", ""전체길이A"": ""38""}, {""가슴너비"": ""32"", ""전체팔길이"": ""45"", ""전체길이A"": ""41""}]"
166,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]",body shaper쇼츠(넌라인)저스트웨이스트,바디쉐이퍼,"[{""엉덩이둘레(신체치수)"": ""82~88""}, {""엉덩이둘레(신체치수)"": ""85~91""}, {""엉덩이둘레(신체치수)"": ""88~94""}, {""엉덩이둘레(신체치수)"": ""94~100""}, {""엉덩이둘레(신체치수)"": ""100~106""}, {""엉덩이둘레(신체치수)"": ""106~112""}]"
167,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",플러피후리스베스트,후리스,"[{""가슴너비"": ""39"", ""전체길이A"": ""55.5""}, {""가슴너비"": ""41.5"", ""전체길이A"": ""57""}, {""가슴너비"": ""44"", ""전체길이A"": ""59""}, {""가슴너비"": ""47"", ""전체길이A"": ""61""}, {""가슴너비"": ""50"", ""전체길이A"": ""63.5""}, {""가슴너비"": ""53"", ""전체길이A"": ""65.5""}, {""가슴너비"": ""56"", ""전체길이A"": ""67""}]"
168,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",EFC브로드체크셔츠(긴팔),캐주얼셔츠,"[{""가슴너비"": ""49"", ""전체팔길이"": ""78.5"", ""어깨길이"": ""42.5"", ""전체길이B"": ""72""}, {""가슴너비"": ""52"", ""전체팔길이"": ""80.5"", ""어깨길이"": ""44"", ""전체길이B"": ""74""}, {""가슴너비"": ""55"", ""전체팔길이"": ""83"", ""어깨길이"": ""45.5"", ""전체길이B"": ""76""}, {""가슴너비"": ""58"", ""전체팔길이"": ""85.5"", ""어깨길이"": ""47"", ""전체길이B"": ""78""}, {""가슴너비"": ""62"", ""전체팔길이"": ""88"", ""어깨길이"": ""49"", ""전체길이B"": ""81""}, {""가슴너비"": ""66"", ""전체팔길이"": ""90"", ""어깨길이"": ""51"", ""전체길이B"": ""82""}, {""가슴너비"": ""70"", ""전체팔길이"": ""91"", ""어깨길이"": ""53"", ""전체길이B"": ""83""}]"
169,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL"", ""XXL""]",메리노블렌드립터틀넥슬리브리스스웨터,가디건·니트,"[{""가슴너비"": ""38.5"", ""전체길이A"": ""64""}, {""가슴너비"": ""41"", ""전체길이A"": ""66""}, {""가슴너비"": ""44"", ""전체길이A"": ""68""}, {""가슴너비"": ""47"", ""전체길이A"": ""70""}, {""가슴너비"": ""50"", ""전체길이A"": ""72""}]"
170,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]",스웨트롱스커트,스커트,"[{""허리둘레(신체)"": ""57~63"", ""엉덩이둘레"": ""85""}, {""허리둘레(신체)"": ""60~66"", ""엉덩이둘레"": ""89""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레"": ""93""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레"": ""99""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레"": ""105""}, {""허리둘레(신체)"": ""81~87"", ""엉덩이둘레"": ""111""}]"
171,Uniqlo,male,"[""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36""]",미라클에어스키니피트진16FW,진,"[{""밑위길이"": ""22"", ""엉덩이둘레"": ""86.5"", ""밑단폭"": ""15.5"", ""허벅지둘레"": ""27""}, {""밑위길이"": ""22.5"", ""엉덩이둘레"": ""89"", ""밑단폭"": ""15.8"", ""허벅지둘레"": ""27.5""}, {""밑위길이"": ""22.8"", ""엉덩이둘레"": ""91.5"", ""밑단폭"": ""16.1"", ""허벅지둘레"": ""28""}, {""밑위길이"": ""23.1"", ""엉덩이둘레"": ""94"", ""밑단폭"": ""16.4"", ""허벅지둘레"": ""28.5""}, {""밑위길이"": ""23.4"", ""엉덩이둘레"": ""96.5"", ""밑단폭"": ""16.7"", ""허벅지둘레"": ""29""}, {""밑위길이"": ""23.7"", ""엉덩이둘레"": ""99"", ""밑단폭"": ""17"", ""허벅지둘레"": ""30""}, {""밑위길이"": ""24"", ""엉덩이둘레"": ""101.5"", ""밑단폭"": ""17.3"", ""허벅지둘레"": ""30.5""}, {""밑위길이"": ""24.3"", ""엉덩이둘레"": ""104"", ""밑단폭"": ""17.6"", ""허벅지둘레"": ""31""}, {""밑위길이"": ""24.6"", ""엉덩이둘레"": ""106.5"", ""밑단폭"": ""17.9"", ""허벅지둘레"": ""31.5""}, {""밑위길이"": ""24.9"", ""엉덩이둘레"": ""108"", ""밑단폭"": ""18.2"", ""허벅지둘레"": ""32.4""}]"
172,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",EFC오버사이즈스트라이프셔츠(긴팔),셔츠·블라우스,"[{""가슴너비"": ""54"", ""전체팔길이"": ""74.5"", ""어깨너비"": ""43"", ""전체길이B"": ""69.5""}, {""가슴너비"": ""56"", ""전체팔길이"": ""76"", ""어깨너비"": ""44"", ""전체길이B"": ""71.5""}, {""가슴너비"": ""58"", ""전체팔길이"": ""77.5"", ""어깨너비"": ""45"", ""전체길이B"": ""73.5""}, {""가슴너비"": ""61"", ""전체팔길이"": ""79"", ""어깨너비"": ""46.5"", ""전체길이B"": ""75.5""}, {""가슴너비"": ""64"", ""전체팔길이"": ""80.5"", ""어깨너비"": ""48"", ""전체길이B"": ""77.5""}, {""가슴너비"": ""67"", ""전체팔길이"": ""81"", ""어깨너비"": ""49"", ""전체길이B"": ""78.5""}, {""가슴너비"": ""70"", ""전체팔길이"": ""81.5"", ""어깨너비"": ""50"", ""전체길이B"": ""79.5""}]"
173,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",EFC브로체크셔츠(긴팔),캐주얼셔츠,"[{""가슴너비"": ""49"", ""전체팔길이"": ""78.5"", ""어깨길이"": ""42.5"", ""전체길이B"": ""72""}, {""가슴너비"": ""52"", ""전체팔길이"": ""80.5"", ""어깨길이"": ""44"", ""전체길이B"": ""74""}, {""가슴너비"": ""55"", ""전체팔길이"": ""83"", ""어깨길이"": ""45.5"", ""전체길이B"": ""76""}, {""가슴너비"": ""58"", ""전체팔길이"": ""85.5"", ""어깨길이"": ""47"", ""전체길이B"": ""78""}, {""가슴너비"": ""62"", ""전체팔길이"": ""88"", ""어깨길이"": ""49"", ""전체길이B"": ""81""}, {""가슴너비"": ""66"", ""전체팔길이"": ""90"", ""어깨길이"": ""51"", ""전체길이B"": ""82""}, {""가슴너비"": ""70"", ""전체팔길이"": ""91"", ""어깨길이"": ""53"", ""전체길이B"": ""83""}]"
174,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]",스웨트스커트,스커트,"[{""허리둘레(신체)"": ""57~63"", ""엉덩이둘레"": ""82""}, {""허리둘레(신체)"": ""60~66"", ""엉덩이둘레"": ""86""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레"": ""90""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레"": ""96""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레"": ""102""}, {""허리둘레(신체)"": ""81~87"", ""엉덩이둘레"": ""108""}]"
175,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",드레이프V넥블라우스(5부),셔츠·블라우스,"[{""가슴둘레(신체치수)"": ""74~80"", ""전체팔길이"": ""53"", ""전체길이B"": ""54""}, {""가슴둘레(신체치수)"": ""77~83"", ""전체팔길이"": ""54"", ""전체길이B"": ""56""}, {""가슴둘레(신체치수)"": ""80~86"", ""전체팔길이"": ""55"", ""전체길이B"": ""58""}, {""가슴둘레(신체치수)"": ""86~92"", ""전체팔길이"": ""56"", ""전체길이B"": ""60""}, {""가슴둘레(신체치수)"": ""92~98"", ""전체팔길이"": ""58"", ""전체길이B"": ""62""}, {""가슴둘레(신체치수)"": ""98~104"", ""전체팔길이"": ""59"", ""전체길이B"": ""63""}, {""가슴둘레(신체치수)"": ""104~110"", ""전체팔길이"": ""60"", ""전체길이B"": ""64""}]"
176,Uniqlo,male,"[""M"", ""L"", ""XL""]",EFC브로드셔츠(긴팔),캐주얼셔츠,"[{""전체팔길이"": ""83"", ""목둘레"": ""40"", ""가슴너비"": ""55"", ""어깨길이"": ""45.5"", ""소매길이"": ""60"", ""전체길이B"": ""76""}, {""전체팔길이"": ""85.5"", ""목둘레"": ""42"", ""가슴너비"": ""58"", ""어깨길이"": ""47"", ""소매길이"": ""62"", ""전체길이B"": ""78""}, {""전체팔길이"": ""88"", ""목둘레"": ""44"", ""가슴너비"": ""62"", ""어깨길이"": ""49"", ""소매길이"": ""63.5"", ""전체길이B"": ""81""}]"
177,Uniqlo,male,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",울트라라이트다운베스트16FW,울트라라이트다운,"[{""가슴너비"": ""47.5"", ""전체길이B"": ""60""}, {""가슴너비"": ""50.5"", ""전체길이B"": ""62""}, {""가슴너비"": ""53.5"", ""전체길이B"": ""64""}, {""가슴너비"": ""56.5"", ""전체길이B"": ""66""}, {""가슴너비"": ""60.5"", ""전체길이B"": ""69""}, {""가슴너비"": ""64.5"", ""전체길이B"": ""70""}, {""가슴너비"": ""68.5"", ""전체길이B"": ""71""}]"
178,Uniqlo,male,"[""S"", ""M"", ""L"", ""XL"", ""XXL""]",NELPAN SA,룸웨어,"[{""허리둘레(신체)"": ""68~76"", ""엉덩이둘레"": ""99"", ""밑위길이"": ""23.5"", ""허벅지폭"": ""33"", ""밑단폭"": ""16.5""}, {""허리둘레(신체)"": ""76~84"", ""엉덩이둘레"": ""105"", ""밑위길이"": ""24"", ""허벅지폭"": ""35"", ""밑단폭"": ""17.5""}, {""허리둘레(신체)"": ""84~92"", ""엉덩이둘레"": ""110"", ""밑위길이"": ""25"", ""허벅지폭"": ""36.5"", ""밑단폭"": ""18""}, {""허리둘레(신체)"": ""92~100"", ""엉덩이둘레"": ""118.5"", ""밑위길이"": ""25.5"", ""허벅지폭"": ""39"", ""밑단폭"": ""19""}, {""허리둘레(신체)"": ""100~108"", ""엉덩이둘레"": ""125"", ""밑위길이"": ""26.5"", ""허벅지폭"": ""42"", ""밑단폭"": ""19.5""}]"
179,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]",코튼모달플레어원피스(7부),원피스·튜닉,"[{""가슴너비"": ""39.5"", ""전체길이A"": ""103.5"", ""어깨너비"": ""36""}, {""가슴너비"": ""42"", ""전체길이A"": ""105"", ""어깨너비"": ""37""}, {""가슴너비"": ""44.5"", ""전체길이A"": ""107.5"", ""어깨너비"": ""38""}, {""가슴너비"": ""47.5"", ""전체길이A"": ""109.5"", ""어깨너비"": ""39.5""}, {""가슴너비"": ""50.5"", ""전체길이A"": ""111.5"", ""어깨너비"": ""41""}, {""가슴너비"": ""53.5"", ""전체길이A"": ""113.5"", ""어깨너비"": ""42""}]"
180,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",코튼캐시미어케이블가디건(긴팔),가디건·니트,"[{""가슴너비"": ""39"", ""전체길이A"": ""52"", ""어깨너비"": ""30""}, {""가슴너비"": ""41.5"", ""전체길이A"": ""54"", ""어깨너비"": ""31""}, {""가슴너비"": ""44"", ""전체길이A"": ""56"", ""어깨너비"": ""32""}, {""가슴너비"": ""47"", ""전체길이A"": ""58"", ""어깨너비"": ""33.5""}, {""가슴너비"": ""50"", ""전체길이A"": ""60"", ""어깨너비"": ""35""}, {""가슴너비"": ""53"", ""전체길이A"": ""62"", ""어깨너비"": ""36.5""}, {""가슴너비"": ""56"", ""전체길이A"": ""62.5"", ""어깨너비"": ""38""}]"
181,Uniqlo,male,"[""XS"", ""L"", ""XL"", ""XXL"", ""3XL""]",스웨트풀짚파카(긴팔)16FW,스웨트컬렉션,"[{""가슴너비"": ""47.5"", ""어깨길이"": ""40.5""}, {""가슴너비"": ""56.5"", ""어깨길이"": ""45""}, {""가슴너비"": ""60.5"", ""어깨길이"": ""47""}, {""가슴너비"": ""64.5"", ""어깨길이"": ""49""}, {""가슴너비"": ""68.5"", ""어깨길이"": ""51""}]"
182,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL""]",져지펜실스커트,스커트,"[{""허리둘레(신체)"": ""57~63"", ""엉덩이둘레(신체)"": ""82~88""}, {""허리둘레(신체)"": ""60~66"", ""엉덩이둘레(신체)"": ""85~91""}, {""허리둘레(신체)"": ""63~69"", ""엉덩이둘레(신체)"": ""88~94""}, {""허리둘레(신체)"": ""69~75"", ""엉덩이둘레(신체)"": ""94~100""}, {""허리둘레(신체)"": ""75~81"", ""엉덩이둘레(신체)"": ""100~106""}, {""허리둘레(신체)"": ""81~87"", ""엉덩이둘레(신체)"": ""106~112""}]"
183,Uniqlo,male,"[""M"", ""L"", ""XL"", ""XXL""]",SUPIMA COTTON니트도트트렁크스,트렁크스·브리프,"[{""허리둘레(신체)"": ""76~84"", ""사이드길이"": ""17""}, {""허리둘레(신체)"": ""84~92"", ""사이드길이"": ""18""}, {""허리둘레(신체)"": ""92~100"", ""사이드길이"": ""19""}, {""허리둘레(신체)"": ""100~108"", ""사이드길이"": ""20""}]"
184,Uniqlo,female,"[""S"", ""M"", ""L"", ""XL"", ""XXL""]",브라탱크탑16SS,브라탑,"[{""가슴너비"": ""35.5"", ""전체길이A"": ""54""}, {""가슴너비"": ""37"", ""전체길이A"": ""56""}, {""가슴너비"": ""39.5"", ""전체길이A"": ""58""}, {""가슴너비"": ""42"", ""전체길이A"": ""60""}, {""가슴너비"": ""45"", ""전체길이A"": ""62""}]"
185,Uniqlo,BABY,"[""60"", ""70"", ""80""]",BN립커버올(긴팔)벌룬,신생아,"[{""전체길이A"": ""36"", ""엉덩이둘레"": ""57"", ""가슴너비"": ""26"", ""어깨길이"": ""20"", ""다리길이"": ""16.5"", ""소매길이"": ""18""}, {""전체길이A"": ""39"", ""엉덩이둘레"": ""61"", ""가슴너비"": ""28"", ""어깨길이"": ""21"", ""다리길이"": ""20.5"", ""소매길이"": ""21""}, {""전체길이A"": ""42"", ""엉덩이둘레"": ""65"", ""가슴너비"": ""30"", ""어깨길이"": ""22"", ""다리길이"": ""24.5"", ""소매길이"": ""25""}]"
186,Uniqlo,female,"[""XS"", ""S"", ""M"", ""L"", ""XL"", ""XXL"", ""XXXL""]",드레이프보트넥T블라우스(긴팔),셔츠·블라우스,"[{""가슴둘레(신체치수)"": ""74~80"", ""전체팔길이"": ""70"", ""전체길이B"": ""50.5""}, {""가슴둘레(신체치수)"": ""77~83"", ""전체팔길이"": ""71.5"", ""전체길이B"": ""52.5""}, {""가슴둘레(신체치수)"": ""80~86"", ""전체팔길이"": ""73"", ""전체길이B"": ""54.5""}, {""가슴둘레(신체치수)"": ""86~92"", ""전체팔길이"": ""74.5"", ""전체길이B"": ""56.5""}, {""가슴둘레(신체치수)"": ""92~98"", ""전체팔길이"": ""76"", ""전체길이B"": ""58.5""}, {""가슴둘레(신체치수)"": ""98~104"", ""전체팔길이"": ""76.5"", ""전체길이B"": ""59.5""}, {""가슴둘레(신체치수)"": ""104~110"", ""전체팔길이"": ""77"", ""전체길이B"": ""60.5""}]"
